Geography,state,federal_public_employment_yoy_percent_change,leisure_and_hospitality_employment_yoy_percent_change,manufacturing_employment_yoy_percent_change,private_employment_yoy_percent_change,public_employment_yoy_percent_change,retail_trade_employment_yoy_percent_change,state_and_local_public_education_employment_yoy_percent_change,state_and_local_public_employment_yoy_percent_change,total_employment_yoy_percent_change,unemployment_rate_raw
2017-07-01,Alabama,-0.747663551401866,2.73417721518988,0.726855394032148,1.06382978723405,0.601307189542487,-0.600858369098715,1.00334448160535,0.820668693009115,0.975341369479318,4.3
2017-08-01,Alabama,-0.934579439252336,2.62493690055528,0.803366488140789,1.26840737532484,0.2869066249348,-0.558419243986259,0.259571706683975,0.484995453167633,1.08021604320865,4.2
2017-09-01,Alabama,-1.11940298507463,1.95783132530121,0.457491422035832,0.961775585696665,0.312662845231889,-1.07204116638079,0.370599135268681,0.545124167171415,0.837571043972478,4.1
2017-10-01,Alabama,-0.747663551401866,2.36418511066398,1.03171570500573,1.40218666996107,0.522056904202558,-0.943396226415089,0.121285627653116,0.728155339805818,1.23376623376624,4.0
2017-11-01,Alabama,-1.49532710280373,1.95390781563127,1.07074569789675,1.342074339786,0.443401147626512,-1.11635895234006,0.301750150875075,0.757805395574434,1.16982452632106,4.0
2017-12-01,Alabama,-1.49532710280373,1.85649774209733,1.22417750573835,1.29645635263613,0.104193800468881,-1.24838570813603,-0.241254523522319,0.363196125908004,1.06802415531266,4.0
2018-01-01,Alabama,-1.49532710280373,1.89526184538654,1.02896341463416,1.13811135035374,0.0521240552514956,-0.902837489251932,0.0619578686493326,0.302846759539673,0.930718694007567,4.0
2018-02-01,Alabama,-1.31086142322097,1.69322709163345,0.950570342205323,1.19756801572192,0.104139546992965,-0.688468158347674,0.243013365735119,0.332627759298447,0.988869012124819,4.0
2018-03-01,Alabama,-1.12570356472794,1.5873015873016,0.912547528517102,1.21966168178476,0.182054616384913,0.0,0.301932367149741,0.392512077294689,1.02177471355588,4.0
2018-04-01,Alabama,-0.751879699248131,1.63690476190477,0.796963946869079,1.49858739712565,0.520426749934947,-0.21551724137931,0.726392251815991,0.72485653881002,1.31180124223603,4.0
2018-05-01,Alabama,-0.751879699248131,1.58494304110945,1.02505694760822,1.34207623483271,0.676027041081634,0.0,0.846944948578329,0.905250452625209,1.21503669906765,3.9
2018-06-01,Alabama,-0.188679245283022,1.8783984181908,1.1764705882353,1.50550795593635,0.883116883116877,-0.388098318240623,1.48606811145511,1.05421686746988,1.38682516097078,3.9
2018-07-01,Alabama,-0.188323917137479,1.67570231641203,1.48120015191796,1.65850673194614,0.675675675675667,-0.302245250431774,1.39072847682121,0.813988543864935,1.47117099266891,3.9
2018-08-01,Alabama,0.188679245283022,1.77078209542548,1.63187855787477,1.63133133744731,0.832249674902468,-0.172786177105834,1.61812297734628,0.935143288084454,1.47931921630714,3.9
2018-09-01,Alabama,0.377358490566043,1.7725258493353,1.78368121442125,1.76477772349781,0.675324675324681,0.173385348938017,0.861538461538465,0.722891566265071,1.55740136458024,3.9
2018-10-01,Alabama,0.376647834274945,2.01474201474201,1.47503782148262,1.73611111111111,0.649182030641392,-0.259740259740257,0.847970926711088,0.692771084337353,1.52958010559036,3.9
2018-11-01,Alabama,1.51802656546489,1.76904176904177,1.74044646235337,2.01391431709996,0.675149311867039,0.347372991749884,0.722021660649813,0.541516245487351,1.75915402480606,3.8
2018-12-01,Alabama,1.51802656546489,2.06896551724137,1.73847316704458,1.94417357386641,0.962789487379648,0.21795989537925,1.39056831922611,0.874547647768389,1.75793787961088,3.8
2019-01-01,Alabama,1.51802656546489,1.61527165932451,1.54658619388909,2.08029197080292,1.12008335504038,0.607375271149677,1.9814241486068,1.05676328502415,1.89851570590266,3.7
2019-02-01,Alabama,1.89753320683112,1.9588638589618,1.28060263653483,1.87522757616216,1.1703511053316,0.216637781629116,1.3939393939394,1.05485232067511,1.74186881857993,3.6
2019-03-01,Alabama,1.707779886148,1.708984375,1.24340617935193,1.72570390554042,1.09034267912772,-0.301594140456695,1.20409391932571,0.992481203007505,1.6055383708941,3.4
2019-04-01,Alabama,1.70454545454547,2.09858467545143,1.2801204819277,1.94239380370326,1.03546466476831,-0.0431965442764554,1.20192307692308,0.929535232383815,1.77056255824218,3.2
2019-05-01,Alabama,1.89393939393939,1.60897123354462,1.08981585869973,1.98947813992864,1.05888429752067,-0.043233895373983,1.13977204559089,0.927033492822973,1.81292567004753,3.1
2019-06-01,Alabama,1.89035916824197,0.776322173702084,0.750187546886722,1.64596647775233,1.05561277033986,-0.303030303030298,1.15924344112264,0.923994038748144,1.53395212506107,2.9
2019-07-01,Alabama,2.07547169811321,0.533204071740181,0.561377245508982,1.60134850400338,1.67785234899329,-0.303161541792991,2.416721097322,1.61483253588516,1.61581645106175,2.9
2019-08-01,Alabama,3.01318267419963,0.628322861285637,0.336071695294988,1.55104003847541,1.62496775857622,-0.346170488965808,1.91082802547771,1.40466228332338,1.56501389498318,2.9
2019-09-01,Alabama,3.00751879699247,0.870827285921631,0.0745712155108086,1.33213321332133,1.65118679050567,-0.259627866724359,1.64734594264797,1.43540669856458,1.39233727666618,2.9
2019-10-01,Alabama,1.87617260787993,0.915221579961467,0.186358553857622,1.071792108257,1.41898864809082,0.0434027777777753,1.26126126126126,1.34609632067006,1.13719201049716,3.0
2019-11-01,Alabama,1.49532710280373,0.772573635924671,0.0371885459278627,1.11868868150275,1.41862264637606,-0.259627866724359,1.37395459976106,1.4063435068821,1.17515660661389,3.1
2019-12-01,Alabama,1.30841121495328,0.868725868725874,0.0371471025260114,1.11795301010343,1.28865979381443,-0.0434971726837731,1.13297555158021,1.28550074738416,1.15009462803903,3.2
2020-01-01,Alabama,2.05607476635514,0.77071290944123,0.0742942050520017,0.917649862948389,1.51983513652757,-0.689952565761101,1.33576199149969,1.43412010755901,1.03077816492449,3.3
2020-02-01,Alabama,1.86219739292365,0.624399615754088,0.520639642989972,0.899505569786139,1.2853470437018,-0.605274535235627,0.956365809922275,1.19296152699075,0.972094597862377,3.4
2020-03-01,Alabama,2.79850746268657,-1.77628420547288,0.744324525493115,0.309523809523812,1.2069851052902,-0.864304235090752,0.535395597858421,0.952948183442539,0.478399536097424,3.6
2020-04-01,Alabama,2.60707635009311,-38.0497131931166,-13.457249070632,-13.4148513088384,-1.40917243146298,-10.4148660328436,-2.67220902612827,-2.0499108734403,-11.1566265060241,13.7
2020-05-01,Alabama,2.78810408921933,-27.1113243761996,-9.47955390334572,-9.82449899205501,-4.77894198824431,-6.74740484429066,-9.84578884934757,-5.98518518518518,-8.87434428990808,10.4
2020-06-01,Alabama,2.04081632653061,-18.8252286952335,-5.4728220402085,-6.75603535203749,-5.5796178343949,-2.43161094224925,-11.0977080820265,-6.79267572356763,-6.53387220939185,8.7
2020-07-01,Alabama,2.40295748613678,-17.7917068466731,-4.83810941570525,-6.12668128221841,-3.98578319370398,-2.25890529973935,-7.6530612244898,-5.00294290759269,-5.72156033820138,7.7
2020-08-01,Alabama,7.31261425959781,-16.1863592699328,-4.16821734276144,-5.22732654511011,-2.58883248730964,-0.738167607468527,-6.25,-4.18508694370763,-4.72830261136712,6.6
2020-09-01,Alabama,6.93430656934307,-15.347721822542,-3.3532041728763,-4.63670278912773,-2.03045685279188,-1.34490238611713,-5.28211284513806,-3.47877358490566,-4.14365967254044,6.1
2020-10-01,Alabama,4.97237569060774,-14.4630071599045,-2.71577380952381,-3.60781990521328,-2.23861612821165,-0.737527114967457,-5.0415183867141,-3.39433293978749,-3.34919033203593,5.3
2020-11-01,Alabama,2.20994475138122,-13.0330618112123,-2.4907063197026,-3.40176300065077,-2.44150559511698,-0.780911062906729,-4.36063641720682,-3.1867807612865,-3.22054235661147,4.8
2020-12-01,Alabama,2.39852398523985,-12.6315789473684,-2.5993316004456,-3.13349887667021,-2.18829516539441,-0.0870322019147159,-3.89150943396226,-2.92207792207793,-2.95528689311073,4.4
2021-01-01,Alabama,1.28205128205127,-12.4282982791587,-2.41276911655531,-3.27113840340103,-2.35980715554428,-0.477637863656111,-3.77471539844217,-2.94550810014728,-3.09910427743449,4.0
2021-02-01,Alabama,1.46252285191956,-12.6014319809069,-2.70070292267851,-3.09363561223284,-2.20812182741116,0.173988690735105,-3.49319123741858,-2.79988211022694,-2.92652552926526,3.8
2021-03-01,Alabama,1.08892921960073,-10.3128054740958,-2.7705947543406,-2.41514360313316,-2.0553159096676,0.4359197907585,-2.84023668639054,-2.56637168141593,-2.34694368297024,3.7
2021-04-01,Alabama,1.08892921960073,41.4351851851852,12.8436426116838,12.5248508946322,0.545738045738037,10.9985528219971,0.305064063453325,0.454959053685168,10.0244100895037,3.6
2021-05-01,Alabama,0.542495479204348,21.2639894667544,7.92607802874744,8.26484318495626,4.05260332796564,6.86456400742116,8.42105263157895,4.66435549952725,7.43596514391339,3.6
2021-06-01,Alabama,1.09090909090909,11.8030842230131,3.50531705395825,5.03180661577608,4.85698866702644,2.67022696929239,10.2442333785617,5.51330798479087,4.99845567795738,3.5
2021-07-01,Alabama,0.180505415162457,11.3782991202346,2.93312475557294,4.63927286498769,3.25224748810154,3.19999999999999,7.52762430939225,3.77942998760842,4.371974522293,3.4
2021-08-01,Alabama,-5.62180579216355,8.82521489971347,2.13592233009709,3.42932100693359,1.58936946326211,1.13735783027121,5.93333333333334,2.891418025223,3.07351236962765,3.3
2021-09-01,Alabama,-5.11945392491468,7.76203966005665,1.19506553585197,2.48385494287134,0.880829015544036,2.19876868953386,4.24588086185044,1.95479535736102,2.17391304347825,3.2
2021-10-01,Alabama,-2.63157894736842,9.65401785714286,1.37667304015297,2.38461065699712,0.962789487379648,1.96678321678322,4.62211118051216,1.58875649251451,2.11295614994531,3.1
2021-11-01,Alabama,0.0,7.32782369146006,1.33434998093786,1.98432141107301,1.04275286757039,2.0550940096196,3.82008626001232,1.21914050594331,1.80519738147193,3.1
2021-12-01,Alabama,-0.180180180180183,6.02409638554217,1.33434998093786,1.66015624999999,0.728407908428723,2.04703832752614,2.33128834355829,0.881726968683501,1.48309274273286,3.1
2022-01-01,Alabama,-0.361663652802886,5.02183406113538,1.17915557246102,1.88011231839824,0.51975051975052,3.01047120418848,2.11706102117061,0.667678300455232,1.6213544241226,3.1
2022-02-01,Alabama,-0.900900900900901,5.2976515565265,1.86311787072242,2.25417326672353,0.103815208928102,3.47372991749891,2.33128834355829,0.27289266221952,1.84536438545418,3.0
2022-03-01,Alabama,-1.25673249551167,5.17711171662125,1.29179331306992,2.21951961082396,-0.0259067357513012,4.38368055555555,2.37515225334958,0.181653042688455,1.7926619059345,2.9
2022-04-01,Alabama,-1.25673249551167,5.40098199672666,1.97944423296536,2.40648227123188,-0.077539415869722,3.6071273359409,2.98053527980536,0.120772946859914,1.93265296060741,2.8
2022-05-01,Alabama,-0.899280575539568,4.94028230184583,2.09284627092846,2.5628567958217,0.799587309775606,2.60416666666667,2.06310679611649,1.08401084010841,2.22681020498451,2.7
2022-06-01,Alabama,-1.07913669064748,2.49336870026525,2.28310502283105,2.22276058385319,1.46680391147709,2.3840485478977,2.03076923076924,1.8918918918919,2.07873706917683,2.6
