,county,state,year,population
10158,Hancock County,Indiana,2022,80156.0
10159,Harrison County,Indiana,2022,39652.0
10160,Hendricks County,Indiana,2022,175528.0
10161,Henry County,Indiana,2022,48885.0
10162,Howard County,Indiana,2022,83619.0
10163,Huntington County,Indiana,2022,36599.0
10164,Jackson County,Indiana,2022,46373.0
10165,Jasper County,Indiana,2022,32906.0
10166,Jay County,Indiana,2022,20456.0
10167,Jefferson County,Indiana,2022,33075.0
10168,Jennings County,Indiana,2022,27564.0
10169,Johnson County,Indiana,2022,162180.0
10170,Knox County,Indiana,2022,36244.0
10171,Kosciusko County,Indiana,2022,80050.0
10172,LaGrange County,Indiana,2022,40515.0
10173,Lake County,Indiana,2022,498597.0
10174,LaPorte County,Indiana,2022,112222.0
10175,Lawrence County,Indiana,2022,45022.0
10176,Madison County,Indiana,2022,130065.0
10177,Marion County,Indiana,2022,976770.0
10178,Marshall County,Indiana,2022,46018.0
10179,Martin County,Indiana,2022,9786.0
10180,Miami County,Indiana,2022,35924.0
10181,Monroe County,Indiana,2022,139517.0
10182,Montgomery County,Indiana,2022,37932.0
10183,Morgan County,Indiana,2022,71802.0
10184,Newton County,Indiana,2022,13796.0
10185,Noble County,Indiana,2022,47379.0
10186,Ohio County,Indiana,2022,5930.0
10187,Orange County,Indiana,2022,19839.0
10188,Owen County,Indiana,2022,21298.0
10189,Parke County,Indiana,2022,16154.0
10190,Perry County,Indiana,2022,19150.0
10191,Pike County,Indiana,2022,12233.0
10192,Porter County,Indiana,2022,173256.0
10193,Posey County,Indiana,2022,25161.0
10194,Pulaski County,Indiana,2022,12488.0
10195,Putnam County,Indiana,2022,36666.0
10196,Randolph County,Indiana,2022,24375.0
10197,Ripley County,Indiana,2022,28980.0
10198,Rush County,Indiana,2022,16744.0
10199,St Joseph County,Indiana,2022,272549.0
10200,Scott County,Indiana,2022,24336.0
10201,Shelby County,Indiana,2022,45026.0
10202,Spencer County,Indiana,2022,19820.0
10203,Starke County,Indiana,2022,23356.0
10204,Steuben County,Indiana,2022,34440.0
10205,Sullivan County,Indiana,2022,20803.0
10206,Switzerland County,Indiana,2022,9724.0
10207,Tippecanoe County,Indiana,2022,186247.0
10208,Tipton County,Indiana,2022,15365.0
10209,Union County,Indiana,2022,7090.0
10210,Vanderburgh County,Indiana,2022,180158.0
10211,Vermillion County,Indiana,2022,15388.0
10212,Vigo County,Indiana,2022,106007.0
10213,Wabash County,Indiana,2022,30888.0
10214,Warren County,Indiana,2022,8413.0
10215,Warrick County,Indiana,2022,63966.0
10216,Washington County,Indiana,2022,28220.0
10217,Wayne County,Indiana,2022,66455.0
10218,Wells County,Indiana,2022,28179.0
10219,White County,Indiana,2022,24636.0
10220,Whitley County,Indiana,2022,34316.0
10221,Adair County,Iowa,2022,7477.0
10222,Adams County,Iowa,2022,3697.0
10223,Allamakee County,Iowa,2022,14067.0
10224,Appanoose County,Iowa,2022,12282.0
10225,Audubon County,Iowa,2022,5671.0
10226,Benton County,Iowa,2022,25536.0
10227,Black Hawk County,Iowa,2022,130980.0
10228,Boone County,Iowa,2022,26691.0
10229,Bremer County,Iowa,2022,24974.0
10230,Buchanan County,Iowa,2022,20586.0
10231,Buena Vista County,Iowa,2022,20776.0
10232,Butler County,Iowa,2022,14311.0
10233,Calhoun County,Iowa,2022,9886.0
10234,Carroll County,Iowa,2022,20702.0
10235,Cass County,Iowa,2022,13104.0
10236,Cedar County,Iowa,2022,18495.0
10237,Cerro Gordo County,Iowa,2022,42965.0
10238,Cherokee County,Iowa,2022,11632.0
10239,Chickasaw County,Iowa,2022,11970.0
10240,Clarke County,Iowa,2022,9726.0
10241,Clay County,Iowa,2022,16333.0
10242,Clayton County,Iowa,2022,16996.0
10243,Clinton County,Iowa,2022,46418.0
10244,Crawford County,Iowa,2022,16453.0
10245,Dallas County,Iowa,2022,100486.0
10246,Davis County,Iowa,2022,9109.0
10247,Decatur County,Iowa,2022,7610.0
10248,Delaware County,Iowa,2022,17458.0
10249,Des Moines County,Iowa,2022,38831.0
10250,Dickinson County,Iowa,2022,17747.0
10251,Dubuque County,Iowa,2022,99229.0
10252,Emmet County,Iowa,2022,9332.0
10253,Fayette County,Iowa,2022,19399.0
10254,Floyd County,Iowa,2022,15552.0
10255,Franklin County,Iowa,2022,9983.0
10256,Fremont County,Iowa,2022,6560.0
10257,Greene County,Iowa,2022,8746.0
10258,Grundy County,Iowa,2022,12312.0
10259,Guthrie County,Iowa,2022,10612.0
10260,Hamilton County,Iowa,2022,15020.0
10261,Hancock County,Iowa,2022,10757.0
10262,Hardin County,Iowa,2022,16821.0
10263,Harrison County,Iowa,2022,14546.0
10264,Henry County,Iowa,2022,20412.0
10265,Howard County,Iowa,2022,9487.0
10266,Humboldt County,Iowa,2022,9595.0
10267,Ida County,Iowa,2022,7007.0
10268,Iowa County,Iowa,2022,16679.0
10269,Jackson County,Iowa,2022,19437.0
10270,Jasper County,Iowa,2022,37802.0
10271,Jefferson County,Iowa,2022,15659.0
10272,Johnson County,Iowa,2022,152984.0
10273,Jones County,Iowa,2022,20647.0
10274,Keokuk County,Iowa,2022,9995.0
10275,Kossuth County,Iowa,2022,14786.0
10276,Lee County,Iowa,2022,33512.0
10277,Linn County,Iowa,2022,230263.0
10278,Louisa County,Iowa,2022,10806.0
10279,Lucas County,Iowa,2022,8615.0
10280,Lyon County,Iowa,2022,11917.0
10281,Madison County,Iowa,2022,16626.0
10282,Mahaska County,Iowa,2022,22148.0
10283,Marion County,Iowa,2022,33377.0
10284,Marshall County,Iowa,2022,40059.0
10285,Mills County,Iowa,2022,14405.0
10286,Mitchell County,Iowa,2022,10582.0
10287,Monona County,Iowa,2022,8742.0
10288,Monroe County,Iowa,2022,7582.0
10289,Montgomery County,Iowa,2022,10335.0
10290,Muscatine County,Iowa,2022,43113.0
10291,O'Brien County,Iowa,2022,14154.0
10292,Osceola County,Iowa,2022,6189.0
10293,Page County,Iowa,2022,15180.0
10294,Palo Alto County,Iowa,2022,8961.0
10295,Plymouth County,Iowa,2022,25681.0
10296,Pocahontas County,Iowa,2022,7075.0
10297,Polk County,Iowa,2022,492769.0
10298,Pottawattamie County,Iowa,2022,93560.0
10299,Poweshiek County,Iowa,2022,18643.0
10300,Ringgold County,Iowa,2022,4639.0
10301,Sac County,Iowa,2022,9791.0
10302,Scott County,Iowa,2022,174488.0
10303,Shelby County,Iowa,2022,11699.0
10304,Sioux County,Iowa,2022,35869.0
10305,Story County,Iowa,2022,98615.0
10306,Tama County,Iowa,2022,17072.0
10307,Taylor County,Iowa,2022,5861.0
10308,Union County,Iowa,2022,12097.0
10309,Van Buren County,Iowa,2022,7204.0
10310,Wapello County,Iowa,2022,35341.0
10311,Warren County,Iowa,2022,52548.0
10312,Washington County,Iowa,2022,22511.0
10313,Wayne County,Iowa,2022,6509.0
10314,Webster County,Iowa,2022,36954.0
10315,Winnebago County,Iowa,2022,10650.0
10316,Winneshiek County,Iowa,2022,20031.0
10317,Woodbury County,Iowa,2022,105829.0
10318,Worth County,Iowa,2022,7425.0
10319,Wright County,Iowa,2022,12914.0
10320,Allen County,Kansas,2022,12537.0
10321,Anderson County,Kansas,2022,7850.0
10322,Atchison County,Kansas,2022,16305.0
10323,Barber County,Kansas,2022,4198.0
10324,Barton County,Kansas,2022,25419.0
10325,Bourbon County,Kansas,2022,14333.0
10326,Brown County,Kansas,2022,9473.0
10327,Butler County,Kansas,2022,67401.0
10328,Chase County,Kansas,2022,2564.0
10329,Chautauqua County,Kansas,2022,3386.0
10330,Cherokee County,Kansas,2022,19275.0
10331,Cheyenne County,Kansas,2022,2620.0
10332,Clark County,Kansas,2022,1973.0
10333,Clay County,Kansas,2022,8112.0
10334,Cloud County,Kansas,2022,8988.0
10335,Coffey County,Kansas,2022,8370.0
10336,Comanche County,Kansas,2022,1681.0
10337,Cowley County,Kansas,2022,34498.0
10338,Crawford County,Kansas,2022,38930.0
10339,Decatur County,Kansas,2022,2749.0
10340,Dickinson County,Kansas,2022,18353.0
10341,Doniphan County,Kansas,2022,7469.0
10342,Douglas County,Kansas,2022,118814.0
10343,Edwards County,Kansas,2022,2898.0
10344,Elk County,Kansas,2022,2475.0
10345,Ellis County,Kansas,2022,28931.0
10346,Ellsworth County,Kansas,2022,6354.0
10347,Finney County,Kansas,2022,38297.0
10348,Ford County,Kansas,2022,34206.0
10349,Franklin County,Kansas,2022,26028.0
10350,Geary County,Kansas,2022,36747.0
10351,Gove County,Kansas,2022,2694.0
10352,Graham County,Kansas,2022,2405.0
10353,Grant County,Kansas,2022,7327.0
10354,Gray County,Kansas,2022,5633.0
10355,Greeley County,Kansas,2022,1277.0
10356,Greenwood County,Kansas,2022,5972.0
10357,Hamilton County,Kansas,2022,2494.0
10358,Harper County,Kansas,2022,5461.0
10359,Harvey County,Kansas,2022,33942.0
10360,Haskell County,Kansas,2022,3756.0
10361,Hodgeman County,Kansas,2022,1718.0
10362,Jackson County,Kansas,2022,13230.0
10363,Jefferson County,Kansas,2022,18300.0
10364,Jewell County,Kansas,2022,2926.0
10365,Johnson County,Kansas,2022,610536.0
10366,Kearny County,Kansas,2022,3971.0
10367,Kingman County,Kansas,2022,7446.0
10368,Kiowa County,Kansas,2022,2452.0
10369,Labette County,Kansas,2022,20119.0
10370,Lane County,Kansas,2022,1568.0
10371,Leavenworth County,Kansas,2022,81870.0
10372,Lincoln County,Kansas,2022,2947.0
10373,Linn County,Kansas,2022,9582.0
10374,Logan County,Kansas,2022,2743.0
10375,Lyon County,Kansas,2022,32100.0
10376,McPherson County,Kansas,2022,30160.0
10377,Marion County,Kansas,2022,11754.0
10378,Marshall County,Kansas,2022,10014.0
10379,Meade County,Kansas,2022,4045.0
10380,Miami County,Kansas,2022,34183.0
10381,Mitchell County,Kansas,2022,5764.0
10382,Montgomery County,Kansas,2022,31360.0
10383,Morris County,Kansas,2022,5360.0
10384,Morton County,Kansas,2022,2695.0
10385,Nemaha County,Kansas,2022,10218.0
10386,Neosho County,Kansas,2022,15909.0
10387,Ness County,Kansas,2022,2678.0
10388,Norton County,Kansas,2022,5435.0
10389,Osage County,Kansas,2022,15724.0
10390,Osborne County,Kansas,2022,3494.0
10391,Ottawa County,Kansas,2022,5733.0
10392,Pawnee County,Kansas,2022,6244.0
10393,Phillips County,Kansas,2022,4953.0
10394,Pottawatomie County,Kansas,2022,25392.0
10395,Pratt County,Kansas,2022,9151.0
10396,Rawlins County,Kansas,2022,2555.0
10397,Reno County,Kansas,2022,61808.0
10398,Republic County,Kansas,2022,4680.0
10399,Rice County,Kansas,2022,9374.0
10400,Riley County,Kansas,2022,71996.0
10401,Rooks County,Kansas,2022,4894.0
10402,Rush County,Kansas,2022,2944.0
10403,Russell County,Kansas,2022,6672.0
10404,Saline County,Kansas,2022,54232.0
10405,Scott County,Kansas,2022,5137.0
10406,Sedgwick County,Kansas,2022,524246.0
10407,Seward County,Kansas,2022,21832.0
10408,Shawnee County,Kansas,2022,178608.0
10409,Sheridan County,Kansas,2022,2442.0
10410,Sherman County,Kansas,2022,5882.0
10411,Smith County,Kansas,2022,3559.0
10412,Stafford County,Kansas,2022,4064.0
10413,Stanton County,Kansas,2022,2072.0
10414,Stevens County,Kansas,2022,5236.0
10415,Sumner County,Kansas,2022,22332.0
10416,Thomas County,Kansas,2022,7916.0
10417,Trego County,Kansas,2022,2808.0
10418,Wabaunsee County,Kansas,2022,6885.0
10419,Wallace County,Kansas,2022,1514.0
10420,Washington County,Kansas,2022,5526.0
10421,Wichita County,Kansas,2022,2144.0
10422,Wilson County,Kansas,2022,8577.0
10423,Woodson County,Kansas,2022,3103.0
10424,Wyandotte County,Kansas,2022,168873.0
10425,Adair County,Kentucky,2022,18870.0
10426,Allen County,Kentucky,2022,20595.0
10427,Anderson County,Kentucky,2022,23869.0
10428,Ballard County,Kentucky,2022,7724.0
10429,Barren County,Kentucky,2022,44445.0
10430,Bath County,Kentucky,2022,12708.0
10431,Bell County,Kentucky,2022,23942.0
10432,Boone County,Kentucky,2022,136403.0
10433,Bourbon County,Kentucky,2022,20285.0
10434,Boyd County,Kentucky,2022,48175.0
10435,Boyle County,Kentucky,2022,30701.0
10436,Bracken County,Kentucky,2022,8390.0
10437,Breathitt County,Kentucky,2022,13679.0
10438,Breckinridge County,Kentucky,2022,20432.0
10439,Bullitt County,Kentucky,2022,82293.0
10440,Butler County,Kentucky,2022,12318.0
10441,Caldwell County,Kentucky,2022,12632.0
10442,Calloway County,Kentucky,2022,37147.0
10443,Campbell County,Kentucky,2022,93086.0
10444,Carlisle County,Kentucky,2022,4811.0
10445,Carroll County,Kentucky,2022,10833.0
10446,Carter County,Kentucky,2022,26575.0
10447,Casey County,Kentucky,2022,15886.0
10448,Christian County,Kentucky,2022,72696.0
10449,Clark County,Kentucky,2022,36999.0
10450,Clay County,Kentucky,2022,20294.0
10451,Clinton County,Kentucky,2022,9216.0
10452,Crittenden County,Kentucky,2022,8985.0
10453,Cumberland County,Kentucky,2022,5856.0
10454,Daviess County,Kentucky,2022,103291.0
10455,Edmonson County,Kentucky,2022,12132.0
10456,Elliott County,Kentucky,2022,7334.0
10457,Estill County,Kentucky,2022,14134.0
10458,Fayette County,Kentucky,2022,322403.0
10459,Fleming County,Kentucky,2022,15091.0
10460,Floyd County,Kentucky,2022,35756.0
10461,Franklin County,Kentucky,2022,51569.0
10462,Fulton County,Kentucky,2022,6501.0
10463,Gallatin County,Kentucky,2022,8667.0
10464,Garrard County,Kentucky,2022,16935.0
10465,Grant County,Kentucky,2022,25008.0
10466,Graves County,Kentucky,2022,36512.0
10467,Grayson County,Kentucky,2022,26410.0
10468,Green County,Kentucky,2022,11112.0
10469,Greenup County,Kentucky,2022,35852.0
10470,Hancock County,Kentucky,2022,9092.0
10471,Hardin County,Kentucky,2022,110719.0
10472,Harlan County,Kentucky,2022,26689.0
10473,Harrison County,Kentucky,2022,18705.0
10474,Hart County,Kentucky,2022,19271.0
10475,Henderson County,Kentucky,2022,44645.0
10476,Henry County,Kentucky,2022,15666.0
10477,Hickman County,Kentucky,2022,4521.0
10478,Hopkins County,Kentucky,2022,45367.0
10479,Jackson County,Kentucky,2022,12951.0
10480,Jefferson County,Kentucky,2022,782123.0
10481,Jessamine County,Kentucky,2022,52972.0
10482,Johnson County,Kentucky,2022,22634.0
10483,Kenton County,Kentucky,2022,169183.0
10484,Knott County,Kentucky,2022,14160.0
10485,Knox County,Kentucky,2022,30135.0
10486,Larue County,Kentucky,2022,14870.0
10487,Laurel County,Kentucky,2022,62662.0
10488,Lawrence County,Kentucky,2022,16288.0
10489,Lee County,Kentucky,2022,7360.0
10490,Leslie County,Kentucky,2022,10455.0
10491,Letcher County,Kentucky,2022,21428.0
10492,Lewis County,Kentucky,2022,13061.0
10493,Lincoln County,Kentucky,2022,24238.0
10494,Livingston County,Kentucky,2022,8845.0
10495,Logan County,Kentucky,2022,27497.0
10496,Lyon County,Kentucky,2022,8664.0
10497,McCracken County,Kentucky,2022,67836.0
10498,McCreary County,Kentucky,2022,16851.0
10499,McLean County,Kentucky,2022,9114.0
10500,Madison County,Kentucky,2022,92920.0
10501,Magoffin County,Kentucky,2022,11594.0
10502,Marion County,Kentucky,2022,19580.0
10503,Marshall County,Kentucky,2022,31665.0
10504,Martin County,Kentucky,2022,11228.0
10505,Mason County,Kentucky,2022,17085.0
10506,Meade County,Kentucky,2022,29981.0
10507,Menifee County,Kentucky,2022,6115.0
10508,Mercer County,Kentucky,2022,22616.0
10509,Metcalfe County,Kentucky,2022,10271.0
10510,Monroe County,Kentucky,2022,11301.0
10511,Montgomery County,Kentucky,2022,28091.0
10512,Morgan County,Kentucky,2022,13719.0
10513,Muhlenberg County,Kentucky,2022,30875.0
10514,Nelson County,Kentucky,2022,46756.0
10515,Nicholas County,Kentucky,2022,7536.0
10516,Ohio County,Kentucky,2022,23726.0
10517,Oldham County,Kentucky,2022,67642.0
10518,Owen County,Kentucky,2022,11294.0
10519,Owsley County,Kentucky,2022,4018.0
10520,Pendleton County,Kentucky,2022,14640.0
10521,Perry County,Kentucky,2022,28378.0
10522,Pike County,Kentucky,2022,58408.0
10523,Powell County,Kentucky,2022,13085.0
10524,Pulaski County,Kentucky,2022,65016.0
10525,Robertson County,Kentucky,2022,2184.0
10526,Rockcastle County,Kentucky,2022,16053.0
10527,Rowan County,Kentucky,2022,24732.0
10528,Russell County,Kentucky,2022,17975.0
10529,Scott County,Kentucky,2022,57477.0
10530,Shelby County,Kentucky,2022,48179.0
10531,Simpson County,Kentucky,2022,19620.0
10532,Spencer County,Kentucky,2022,19564.0
10533,Taylor County,Kentucky,2022,26020.0
10534,Todd County,Kentucky,2022,12280.0
10535,Trigg County,Kentucky,2022,14068.0
10536,Trimble County,Kentucky,2022,8461.0
10537,Union County,Kentucky,2022,13646.0
10538,Warren County,Kentucky,2022,134933.0
10539,Washington County,Kentucky,2022,12024.0
10540,Wayne County,Kentucky,2022,19528.0
10541,Webster County,Kentucky,2022,12989.0
10542,Whitley County,Kentucky,2022,36687.0
10543,Wolfe County,Kentucky,2022,6552.0
10544,Woodford County,Kentucky,2022,26892.0
10545,Acadia Parish,Louisiana,2022,57455.0
10546,Allen Parish,Louisiana,2022,22697.0
10547,Ascension Parish,Louisiana,2022,126984.0
10548,Assumption Parish,Louisiana,2022,20968.0
10549,Avoyelles Parish,Louisiana,2022,39616.0
10550,Beauregard Parish,Louisiana,2022,36573.0
10551,Bienville Parish,Louisiana,2022,12899.0
10552,Bossier Parish,Louisiana,2022,128615.0
10553,Caddo Parish,Louisiana,2022,237056.0
10554,Calcasieu Parish,Louisiana,2022,216416.0
10555,Caldwell Parish,Louisiana,2022,9617.0
10556,Cameron Parish,Louisiana,2022,5619.0
10557,Catahoula Parish,Louisiana,2022,8859.0
10558,Claiborne Parish,Louisiana,2022,14109.0
10559,Concordia Parish,Louisiana,2022,18589.0
10560,De Soto Parish,Louisiana,2022,26854.0
10561,East Baton Rouge Parish,Louisiana,2022,455884.0
10562,East Carroll Parish,Louisiana,2022,7383.0
10563,East Feliciana Parish,Louisiana,2022,19451.0
10564,Evangeline Parish,Louisiana,2022,32307.0
10565,Franklin Parish,Louisiana,2022,19721.0
10566,Grant Parish,Louisiana,2022,22129.0
10567,Iberia Parish,Louisiana,2022,69725.0
10568,Iberville Parish,Louisiana,2022,30095.0
10569,Jackson Parish,Louisiana,2022,14989.0
10570,Jefferson Parish,Louisiana,2022,439845.0
10571,Jefferson Davis Parish,Louisiana,2022,32166.0
10572,Lafayette Parish,Louisiana,2022,242004.0
10573,Lafourche Parish,Louisiana,2022,97495.0
10574,LaSalle Parish,Louisiana,2022,14812.0
10575,Lincoln Parish,Louisiana,2022,48259.0
10576,Livingston Parish,Louisiana,2022,142726.0
10577,Madison Parish,Louisiana,2022,9927.0
10578,Morehouse Parish,Louisiana,2022,25430.0
10579,Natchitoches Parish,Louisiana,2022,37349.0
10580,Orleans Parish,Louisiana,2022,383282.0
10581,Ouachita Parish,Louisiana,2022,160003.0
10582,Plaquemines Parish,Louisiana,2022,23466.0
10583,Pointe Coupee Parish,Louisiana,2022,20689.0
10584,Rapides Parish,Louisiana,2022,129607.0
10585,Red River Parish,Louisiana,2022,7619.0
10586,Richland Parish,Louisiana,2022,19997.0
10587,Sabine Parish,Louisiana,2022,22118.0
10588,St Bernard Parish,Louisiana,2022,43838.0
10589,St Charles Parish,Louisiana,2022,52481.0
10590,St Helena Parish,Louisiana,2022,10889.0
10591,St James Parish,Louisiana,2022,20127.0
10592,St John the Baptist Parish,Louisiana,2022,42394.0
10593,St Landry Parish,Louisiana,2022,82273.0
10594,St Martin Parish,Louisiana,2022,51604.0
10595,St Mary Parish,Louisiana,2022,49140.0
10596,St Tammany Parish,Louisiana,2022,264933.0
10597,Tangipahoa Parish,Louisiana,2022,133549.0
10598,Tensas Parish,Louisiana,2022,4116.0
10599,Terrebonne Parish,Louisiana,2022,109319.0
